enspid	protlen
ENSP00000364279	302
ENSP00000364284	277
ENSP00000364285	302
ENSP00000364286	260
ENSP00000364287	334
ENSP00000364289	790
ENSP00000364292	225
ENSP00000364293	191
ENSP00000364294	225
ENSP00000364295	291
ENSP00000364297	291
ENSP00000364298	349
ENSP00000364301	1800
ENSP00000364306	72
ENSP00000364308	167
ENSP00000364310	143
ENSP00000364312	1743
ENSP00000364313	209
ENSP00000364315	215
ENSP00000364316	112
ENSP00000364318	232
ENSP00000364320	239
ENSP00000364321	1744
ENSP00000364324	1096
ENSP00000364329	75
ENSP00000364334	400
ENSP00000364335	303
ENSP00000364336	343
ENSP00000364338	222
ENSP00000364343	617.333333333333
ENSP00000364345	992
ENSP00000364346	854
ENSP00000364347	700
ENSP00000364348	1701
ENSP00000364349	703
ENSP00000364351	220
ENSP00000364354	971
ENSP00000364361	800
ENSP00000364363	77
ENSP00000364365	5176
ENSP00000364366	212
ENSP00000364369	1112
ENSP00000364370	153
ENSP00000364371	134
ENSP00000364372	890
ENSP00000364373	258
ENSP00000364374	5159
ENSP00000364375	356
ENSP00000364378	622
ENSP00000364379	683
ENSP00000364381	182
ENSP00000364382	226
ENSP00000364384	485
ENSP00000364386	362
ENSP00000364388	459
ENSP00000364389	498
ENSP00000364390	461
ENSP00000364393	4244
ENSP00000364394	794
ENSP00000364396	4242
ENSP00000364397	1366
ENSP00000364398	413
ENSP00000364399	816
ENSP00000364400	308
ENSP00000364401	157
ENSP00000364402	841
ENSP00000364403	5183
ENSP00000364404	520
ENSP00000364405	350
ENSP00000364406	163
ENSP00000364407	378
ENSP00000364408	249
ENSP00000364410	263
ENSP00000364411	260
ENSP00000364412	310
ENSP00000364415	55
ENSP00000364416	5204
ENSP00000364420	351.666666666667
ENSP00000364421	224
ENSP00000364423	1446
ENSP00000364424	584
ENSP00000364427	35
ENSP00000364428	604
ENSP00000364430	398
ENSP00000364433	242
ENSP00000364435	245
ENSP00000364437	598
ENSP00000364439	486
ENSP00000364444	1744
ENSP00000364447	169
ENSP00000364448	476
ENSP00000364449	1321
ENSP00000364453	252
ENSP00000364454	558
ENSP00000364457	526
ENSP00000364459	526
ENSP00000364460	392
ENSP00000364461	475
ENSP00000364463	183
ENSP00000364464	819
ENSP00000364465	164
ENSP00000364467	194
ENSP00000364469	267
ENSP00000364470	467
ENSP00000364471	132
ENSP00000364472	267
ENSP00000364474	69
ENSP00000364475	338
ENSP00000364476	379
ENSP00000364477	467
ENSP00000364478	245
ENSP00000364480	364
ENSP00000364482	368
ENSP00000364483	195
ENSP00000364484	209
ENSP00000364486	339
ENSP00000364489	516
ENSP00000364490	563
ENSP00000364493	506
ENSP00000364494	117
ENSP00000364496	590
ENSP00000364497	161.333333333333
ENSP00000364498	396
ENSP00000364499	64
ENSP00000364500	327
ENSP00000364501	194
ENSP00000364502	326
ENSP00000364503	96
ENSP00000364505	396
ENSP00000364509	754
ENSP00000364512	355
ENSP00000364514	949
ENSP00000364515	478
ENSP00000364517	1478
ENSP00000364519	410
ENSP00000364520	839
ENSP00000364524	520
ENSP00000364525	327
ENSP00000364526	1359
ENSP00000364527	157
ENSP00000364528	1557
ENSP00000364532	1516
ENSP00000364536	1989
ENSP00000364538	628
ENSP00000364540	414
ENSP00000364543	1246
ENSP00000364547	2214
ENSP00000364548	186
ENSP00000364549	1788
ENSP00000364550	1560
ENSP00000364552	186
ENSP00000364554	1998
ENSP00000364555	366
ENSP00000364557	1052
ENSP00000364558	73
ENSP00000364561	256
ENSP00000364562	256
ENSP00000364564	1240
ENSP00000364567	354
ENSP00000364568	196
ENSP00000364569	488
ENSP00000364571	256
ENSP00000364574	387
ENSP00000364576	2005
ENSP00000364578	380
ENSP00000364579	344
ENSP00000364580	336
ENSP00000364582	522
ENSP00000364585	522
ENSP00000364586	2005
ENSP00000364589	759
ENSP00000364590	659
ENSP00000364591	693
ENSP00000364592	588.333333333333
ENSP00000364594	485
ENSP00000364595	152
ENSP00000364597	663
ENSP00000364601	218
ENSP00000364602	127
ENSP00000364603	254
ENSP00000364604	588.333333333333
ENSP00000364606	397
ENSP00000364607	1128
ENSP00000364608	397
ENSP00000364609	664
ENSP00000364611	376
ENSP00000364613	183
ENSP00000364615	51.3333333333333
ENSP00000364618	242
ENSP00000364620	663
ENSP00000364621	255
ENSP00000364622	125.666666666667
ENSP00000364624	347
ENSP00000364626	399
ENSP00000364627	544
ENSP00000364628	399
ENSP00000364630	437
ENSP00000364631	725
ENSP00000364632	614
ENSP00000364635	665
ENSP00000364639	267
ENSP00000364640	111
ENSP00000364642	377
ENSP00000364643	476
ENSP00000364645	852
ENSP00000364646	816
ENSP00000364647	180
ENSP00000364648	484
ENSP00000364649	280
ENSP00000364650	194
ENSP00000364651	108
ENSP00000364653	75
ENSP00000364660	752
ENSP00000364661	72
ENSP00000364662	824
ENSP00000364664	1099
ENSP00000364665	188
ENSP00000364667	153
ENSP00000364669	122
ENSP00000364670	172
ENSP00000364672	163
ENSP00000364673	354
ENSP00000364675	459
ENSP00000364677	459
ENSP00000364678	1233
ENSP00000364680	1176
ENSP00000364683	260
ENSP00000364684	182
ENSP00000364685	183
ENSP00000364687	1210
ENSP00000364690	164
ENSP00000364691	2017
ENSP00000364693	243
ENSP00000364694	380
ENSP00000364697	400
ENSP00000364699	159
ENSP00000364700	421
ENSP00000364701	332
ENSP00000364702	682.666666666667
ENSP00000364706	145
ENSP00000364709	488
ENSP00000364711	298
ENSP00000364712	668
ENSP00000364717	69
ENSP00000364720	81
ENSP00000364721	268
ENSP00000364726	102
ENSP00000364727	200
ENSP00000364728	81
ENSP00000364729	115
ENSP00000364731	466
ENSP00000364737	288
ENSP00000364738	69
ENSP00000364739	81
ENSP00000364740	158
ENSP00000364742	717
ENSP00000364744	1131
ENSP00000364747	984
ENSP00000364749	258
ENSP00000364750	69
ENSP00000364751	1129
ENSP00000364752	81
ENSP00000364754	1182
ENSP00000364755	83
ENSP00000364757	524
ENSP00000364758	1137
ENSP00000364763	69
ENSP00000364764	374
ENSP00000364765	382
ENSP00000364766	81
ENSP00000364767	263
ENSP00000364768	169
ENSP00000364774	332
ENSP00000364776	123
ENSP00000364777	739
ENSP00000364778	174
ENSP00000364780	174
ENSP00000364781	1191
ENSP00000364782	415
ENSP00000364784	75
ENSP00000364786	75
ENSP00000364787	125
ENSP00000364789	75
ENSP00000364790	75
ENSP00000364791	75
ENSP00000364792	75
ENSP00000364793	75
ENSP00000364794	1262
ENSP00000364795	123
ENSP00000364796	1134
ENSP00000364797	495
ENSP00000364798	1239
ENSP00000364799	409
ENSP00000364801	641
ENSP00000364802	641
ENSP00000364803	476
ENSP00000364804	586
ENSP00000364805	641
ENSP00000364811	1242
ENSP00000364813	95
ENSP00000364814	280
ENSP00000364815	1264
ENSP00000364816	602
ENSP00000364819	517
ENSP00000364820	155
ENSP00000364821	824
ENSP00000364822	140
ENSP00000364823	140
ENSP00000364825	81
ENSP00000364829	113
ENSP00000364830	155
ENSP00000364831	687
ENSP00000364834	327
ENSP00000364836	216
ENSP00000364838	852
ENSP00000364839	1541
ENSP00000364840	891
ENSP00000364841	81
ENSP00000364844	686
ENSP00000364847	834
ENSP00000364851	164
ENSP00000364854	778
ENSP00000364855	835
ENSP00000364856	97
ENSP00000364858	197
ENSP00000364859	110
ENSP00000364860	943
ENSP00000364864	747
ENSP00000364865	65
ENSP00000364866	263
ENSP00000364867	704
ENSP00000364870	245
ENSP00000364871	576
ENSP00000364874	778
ENSP00000364875	625
ENSP00000364876	462
ENSP00000364881	239
ENSP00000364882	194
ENSP00000364883	339
ENSP00000364884	576
ENSP00000364885	810
ENSP00000364886	244
ENSP00000364887	4307
ENSP00000364888	646
ENSP00000364889	721
ENSP00000364891	753
ENSP00000364892	822
ENSP00000364893	803
ENSP00000364894	851
ENSP00000364895	803
ENSP00000364898	635
ENSP00000364899	612
ENSP00000364902	388
ENSP00000364903	834
ENSP00000364904	612
ENSP00000364906	372
ENSP00000364907	635
ENSP00000364908	834
ENSP00000364911	220
ENSP00000364912	3664
ENSP00000364919	199
ENSP00000364920	276
ENSP00000364921	373
ENSP00000364924	141
ENSP00000364926	373
ENSP00000364927	778
ENSP00000364928	307
ENSP00000364929	422
ENSP00000364930	210
ENSP00000364934	241
ENSP00000364935	241
ENSP00000364938	343
ENSP00000364940	241
ENSP00000364943	285
ENSP00000364945	285
ENSP00000364946	352
ENSP00000364949	285
ENSP00000364950	999
ENSP00000364956	1019
ENSP00000364959	781
ENSP00000364960	161
ENSP00000364962	193
ENSP00000364963	217
ENSP00000364964	241
ENSP00000364965	854
ENSP00000364967	237
ENSP00000364968	222
ENSP00000364970	398
ENSP00000364972	197
ENSP00000364973	1312
ENSP00000364976	79
ENSP00000364978	125
ENSP00000364979	1669
ENSP00000364984	173.333333333333
ENSP00000364985	133
ENSP00000364986	352
ENSP00000364990	105
ENSP00000364991	105
ENSP00000364992	297
ENSP00000364995	594
ENSP00000364998	595
ENSP00000365000	373
ENSP00000365002	339
ENSP00000365004	510
ENSP00000365005	1328
ENSP00000365006	378
ENSP00000365007	782
ENSP00000365009	655
ENSP00000365010	235
ENSP00000365011	183
ENSP00000365012	526
ENSP00000365014	156
ENSP00000365015	135
ENSP00000365016	1338
ENSP00000365017	878
ENSP00000365018	147
ENSP00000365019	262
ENSP00000365020	148
ENSP00000365022	525
ENSP00000365023	224.666666666667
ENSP00000365024	201
ENSP00000365025	215
ENSP00000365026	215
ENSP00000365031	243
ENSP00000365034	200
ENSP00000365040	228
ENSP00000365042	215
ENSP00000365043	325
ENSP00000365046	234
ENSP00000365048	285
ENSP00000365049	534
ENSP00000365050	531
ENSP00000365051	333
ENSP00000365057	356
ENSP00000365059	356
ENSP00000365060	356
ENSP00000365061	333
ENSP00000365062	348
ENSP00000365063	337
ENSP00000365065	356
ENSP00000365066	416
ENSP00000365070	490
ENSP00000365071	356
ENSP00000365074	113
ENSP00000365075	269
ENSP00000365076	294
ENSP00000365080	458
ENSP00000365081	188
ENSP00000365083	129
ENSP00000365085	116
ENSP00000365086	230
ENSP00000365088	355
ENSP00000365090	143
ENSP00000365092	142
ENSP00000365100	279
ENSP00000365102	371
ENSP00000365103	153
ENSP00000365105	439
ENSP00000365107	879
ENSP00000365108	121
ENSP00000365110	69
ENSP00000365111	305
ENSP00000365113	878
ENSP00000365114	168
ENSP00000365115	124
ENSP00000365116	268
ENSP00000365120	87
ENSP00000365121	419
ENSP00000365122	1018
ENSP00000365124	395
ENSP00000365127	1259
ENSP00000365128	1457
ENSP00000365130	1495
ENSP00000365131	1132
ENSP00000365133	232
ENSP00000365136	740
ENSP00000365139	683
ENSP00000365142	177
ENSP00000365143	1126
ENSP00000365145	330
ENSP00000365146	271
ENSP00000365147	240
ENSP00000365152	596
ENSP00000365157	86
ENSP00000365158	1531
ENSP00000365159	129
ENSP00000365160	164
ENSP00000365162	596
ENSP00000365163	251
ENSP00000365165	324.333333333333
ENSP00000365166	1412
ENSP00000365167	1453
ENSP00000365169	101
ENSP00000365172	502
ENSP00000365173	126
ENSP00000365174	164
ENSP00000365175	2157
ENSP00000365176	253
ENSP00000365178	1382
ENSP00000365182	253
ENSP00000365184	716
ENSP00000365187	186
ENSP00000365188	1493
ENSP00000365189	186
ENSP00000365190	72
ENSP00000365195	113
ENSP00000365196	165.333333333333
ENSP00000365197	113
ENSP00000365198	775
ENSP00000365200	227
ENSP00000365201	2157
ENSP00000365206	291
ENSP00000365208	294
ENSP00000365210	1395
ENSP00000365216	226
ENSP00000365217	93
ENSP00000365220	1262
ENSP00000365223	170
ENSP00000365224	845
ENSP00000365225	236
ENSP00000365226	471
ENSP00000365227	147
ENSP00000365229	120
ENSP00000365230	233
ENSP00000365232	845
ENSP00000365233	1249
ENSP00000365235	313
ENSP00000365238	1267
ENSP00000365239	165
ENSP00000365240	190
ENSP00000365241	177
ENSP00000365243	171
ENSP00000365248	188
ENSP00000365249	237
ENSP00000365251	1186
ENSP00000365253	294
ENSP00000365254	73
ENSP00000365255	1710
ENSP00000365256	816
ENSP00000365257	66
ENSP00000365258	28
ENSP00000365259	816
ENSP00000365260	35
ENSP00000365261	104
ENSP00000365262	351
ENSP00000365264	13
ENSP00000365266	474
ENSP00000365267	28
ENSP00000365268	35
ENSP00000365269	410
ENSP00000365270	91
ENSP00000365272	975
ENSP00000365273	149
ENSP00000365274	334
ENSP00000365276	746
ENSP00000365277	1238
ENSP00000365278	51
ENSP00000365279	63
ENSP00000365280	155
ENSP00000365281	424
ENSP00000365285	244
ENSP00000365289	474
ENSP00000365290	233
ENSP00000365294	479
ENSP00000365295	426
ENSP00000365296	335
ENSP00000365301	252
ENSP00000365302	474
ENSP00000365304	482
ENSP00000365307	423
ENSP00000365308	452
ENSP00000365309	476
ENSP00000365310	481
ENSP00000365311	102
ENSP00000365312	508
ENSP00000365313	247
ENSP00000365315	366
ENSP00000365316	358
ENSP00000365318	381
ENSP00000365319	803
ENSP00000365320	146
ENSP00000365321	78
ENSP00000365322	478
ENSP00000365326	467
ENSP00000365330	475
ENSP00000365332	401
ENSP00000365336	446
ENSP00000365338	476
ENSP00000365340	451
ENSP00000365343	481
ENSP00000365347	425
ENSP00000365351	494
ENSP00000365353	476
ENSP00000365356	99
ENSP00000365358	481
ENSP00000365359	453
ENSP00000365360	476
ENSP00000365362	119
ENSP00000365363	476
ENSP00000365367	668
ENSP00000365369	441
ENSP00000365370	293
ENSP00000365372	396
ENSP00000365373	218
ENSP00000365376	306
ENSP00000365378	577
ENSP00000365380	431
ENSP00000365381	537
ENSP00000365382	532
ENSP00000365383	156
ENSP00000365386	822
ENSP00000365387	838
ENSP00000365388	415
ENSP00000365390	623
ENSP00000365394	332
ENSP00000365395	407
ENSP00000365396	194
ENSP00000365397	302
ENSP00000365401	627
ENSP00000365402	366
ENSP00000365407	640
ENSP00000365408	741
ENSP00000365409	630
ENSP00000365411	666
ENSP00000365412	131
ENSP00000365413	691
ENSP00000365414	494
ENSP00000365419	265
ENSP00000365424	129
ENSP00000365426	153
ENSP00000365427	1912
ENSP00000365430	137
ENSP00000365431	345
ENSP00000365432	306
ENSP00000365433	345
ENSP00000365434	459
ENSP00000365435	461
ENSP00000365437	585
ENSP00000365438	345
ENSP00000365439	464
ENSP00000365440	463
ENSP00000365441	1977
ENSP00000365442	782
ENSP00000365443	496
ENSP00000365444	464
ENSP00000365447	238
ENSP00000365451	310
ENSP00000365454	120
ENSP00000365456	681
ENSP00000365458	464
ENSP00000365459	486
ENSP00000365462	728
ENSP00000365463	702
ENSP00000365465	529
ENSP00000365466	104
ENSP00000365469	363
ENSP00000365473	566
ENSP00000365477	631
ENSP00000365478	197
ENSP00000365479	247
ENSP00000365480	40
ENSP00000365486	67
ENSP00000365487	173
ENSP00000365492	88
ENSP00000365493	462
ENSP00000365494	615
ENSP00000365499	84
ENSP00000365500	145
ENSP00000365501	281
ENSP00000365502	142
ENSP00000365503	538
ENSP00000365504	462
ENSP00000365505	152
ENSP00000365510	429
ENSP00000365514	532
ENSP00000365515	436
ENSP00000365516	275
ENSP00000365517	270
ENSP00000365518	60
ENSP00000365521	257
ENSP00000365522	341
ENSP00000365523	226
ENSP00000365525	286
ENSP00000365528	1115
ENSP00000365529	1215
ENSP00000365530	553
ENSP00000365532	306
ENSP00000365533	306
ENSP00000365534	743
ENSP00000365536	292
ENSP00000365538	340
ENSP00000365541	255
ENSP00000365543	371
ENSP00000365544	315
ENSP00000365546	361
ENSP00000365548	774
ENSP00000365550	366
ENSP00000365551	360
ENSP00000365556	173
ENSP00000365557	138
ENSP00000365558	190
ENSP00000365561	430
ENSP00000365562	192
ENSP00000365564	375
ENSP00000365566	160
ENSP00000365567	663
ENSP00000365569	427
ENSP00000365570	178
ENSP00000365572	267
ENSP00000365573	719
ENSP00000365576	589
ENSP00000365577	630
ENSP00000365578	372
ENSP00000365580	154
ENSP00000365585	152
ENSP00000365586	77
ENSP00000365587	1825
ENSP00000365588	2089
ENSP00000365589	1078
ENSP00000365592	1165
ENSP00000365594	639
ENSP00000365596	361
ENSP00000365599	90
ENSP00000365601	187
ENSP00000365602	203
ENSP00000365603	262
ENSP00000365604	1217
ENSP00000365605	267
ENSP00000365606	625
ENSP00000365607	377
ENSP00000365608	810
ENSP00000365617	362
ENSP00000365619	751
ENSP00000365620	560
ENSP00000365621	556
ENSP00000365622	165
ENSP00000365623	309
ENSP00000365624	841
ENSP00000365625	1041
ENSP00000365627	796
ENSP00000365630	740
ENSP00000365631	180
ENSP00000365633	685
ENSP00000365634	1465
ENSP00000365635	1374
ENSP00000365636	724
ENSP00000365637	1943
ENSP00000365638	2094
ENSP00000365639	932.333333333333
ENSP00000365641	182
ENSP00000365643	2068
ENSP00000365645	1264
ENSP00000365646	144
ENSP00000365651	134
ENSP00000365654	181
ENSP00000365655	127
ENSP00000365656	315
ENSP00000365659	101
ENSP00000365660	270
ENSP00000365661	398
ENSP00000365663	151
ENSP00000365666	323
ENSP00000365667	127
ENSP00000365668	421
ENSP00000365669	28.6666666666667
ENSP00000365670	847
ENSP00000365671	566
ENSP00000365672	134
ENSP00000365673	320
ENSP00000365674	308
ENSP00000365675	353
ENSP00000365677	282
ENSP00000365678	481
ENSP00000365679	953
ENSP00000365680	122
ENSP00000365682	770
ENSP00000365683	295
ENSP00000365684	94
ENSP00000365686	708
ENSP00000365687	328
ENSP00000365691	215
ENSP00000365692	311
ENSP00000365693	182
ENSP00000365694	940
ENSP00000365695	163
ENSP00000365697	54
ENSP00000365698	218
ENSP00000365703	805
ENSP00000365704	393
ENSP00000365706	546
ENSP00000365709	837
ENSP00000365711	609
ENSP00000365712	224
ENSP00000365713	450
ENSP00000365714	460
ENSP00000365716	439
ENSP00000365717	410
ENSP00000365718	176
ENSP00000365719	170
ENSP00000365720	805
ENSP00000365724	223
ENSP00000365725	404
ENSP00000365727	704
ENSP00000365728	807
ENSP00000365730	443
ENSP00000365731	67
ENSP00000365733	639
ENSP00000365735	773
ENSP00000365737	209
ENSP00000365738	253
ENSP00000365740	167
ENSP00000365744	188
ENSP00000365745	634
ENSP00000365747	265
ENSP00000365749	222
ENSP00000365750	170
ENSP00000365751	876
ENSP00000365752	913
ENSP00000365753	876
ENSP00000365754	876
ENSP00000365756	634
ENSP00000365757	406
ENSP00000365759	919
ENSP00000365760	667
ENSP00000365761	1109
ENSP00000365765	129
ENSP00000365766	172
ENSP00000365767	697
ENSP00000365768	359
ENSP00000365770	697
ENSP00000365771	1076
ENSP00000365772	221
ENSP00000365773	370
ENSP00000365775	656
ENSP00000365776	712
ENSP00000365777	656
ENSP00000365782	722
ENSP00000365783	705
ENSP00000365786	270
ENSP00000365788	585
ENSP00000365795	209.666666666667
ENSP00000365803	756
ENSP00000365804	1215
ENSP00000365806	607
ENSP00000365807	355
ENSP00000365808	282
ENSP00000365809	149
ENSP00000365811	509
ENSP00000365812	488
ENSP00000365813	205
ENSP00000365814	159
ENSP00000365816	152
ENSP00000365817	358
ENSP00000365821	3069
ENSP00000365823	3135
ENSP00000365824	111
ENSP00000365828	367
ENSP00000365829	154
ENSP00000365830	525
ENSP00000365831	209.666666666667
ENSP00000365834	110
ENSP00000365837	427
ENSP00000365838	191
ENSP00000365839	480
ENSP00000365840	484
ENSP00000365843	105
ENSP00000365844	518
ENSP00000365847	488
ENSP00000365851	326
ENSP00000365852	176
ENSP00000365853	334
ENSP00000365854	294.333333333333
ENSP00000365855	211
ENSP00000365857	224
ENSP00000365858	413
ENSP00000365860	224
ENSP00000365861	373
ENSP00000365868	105
ENSP00000365871	135
ENSP00000365872	560
ENSP00000365877	412
ENSP00000365878	115
ENSP00000365881	238
ENSP00000365882	211
ENSP00000365883	236
ENSP00000365884	465
ENSP00000365885	396
ENSP00000365890	304
ENSP00000365891	502
ENSP00000365894	395
ENSP00000365895	471
ENSP00000365896	481
ENSP00000365897	239
ENSP00000365898	432
ENSP00000365899	365
ENSP00000365902	280
ENSP00000365903	298
ENSP00000365904	278
ENSP00000365906	731
ENSP00000365907	353
ENSP00000365908	3088
ENSP00000365912	261
ENSP00000365913	46
ENSP00000365914	258
ENSP00000365916	153
ENSP00000365917	484
ENSP00000365918	425
ENSP00000365919	485
ENSP00000365920	428
ENSP00000365924	425
ENSP00000365926	155
ENSP00000365927	185
ENSP00000365928	214
ENSP00000365930	112.333333333333
ENSP00000365931	613
ENSP00000365935	237.333333333333
ENSP00000365936	330
ENSP00000365937	251
ENSP00000365938	1516
ENSP00000365941	354
ENSP00000365942	354
ENSP00000365943	913
ENSP00000365944	293
ENSP00000365945	1590
ENSP00000365946	157
ENSP00000365948	471
ENSP00000365949	74
ENSP00000365950	157
ENSP00000365951	224
ENSP00000365953	224
ENSP00000365954	74
ENSP00000365956	74
ENSP00000365958	690
ENSP00000365959	256
ENSP00000365960	74
ENSP00000365961	255
ENSP00000365962	688
ENSP00000365963	126
ENSP00000365964	74
ENSP00000365967	129
ENSP00000365968	177
ENSP00000365978	126
ENSP00000365981	126
ENSP00000365983	162
ENSP00000365984	409
ENSP00000365990	185
ENSP00000365991	504
ENSP00000365995	98
ENSP00000365998	299
ENSP00000366000	179
ENSP00000366002	371
ENSP00000366004	175
ENSP00000366005	365
ENSP00000366006	338
ENSP00000366007	203
ENSP00000366011	154
ENSP00000366013	273
ENSP00000366014	246
ENSP00000366015	346
ENSP00000366018	299
ENSP00000366022	586
ENSP00000366024	343
ENSP00000366025	867
ENSP00000366026	153
ENSP00000366028	250
ENSP00000366030	409
